sample,finger,manipulability,dexterity,x,y,z
41,index,3.7921226948227184e-05,0.0910851349463966,0.04319599929481162,0.0419741167309725,0.09206209134791422
41,middle,9.369665787873496e-05,0.11287880630638393,0.0028958980812738575,0.08565848205224655,0.0992834272480152
41,ring,2.9612190836515685e-05,0.0897354574645537,-0.01425065680099696,0.039200818157890144,0.09076126868222208
41,pinky,6.33258189650248e-05,0.12187111211871454,-0.03530362044696427,0.08090930192475278,0.09552861816813871
42,thumb,0.00014168056535662267,0.14404787471385655,0.10884935448836375,0.027365441386948818,0.06911449397590076
42,index,0.000195237760941141,0.12481949116533085,0.07168042482878091,0.10500574701351455,0.0655690813913383
42,middle,0.0002172035242023433,0.14479723824624482,0.0009573232989553526,0.14111770756305664,0.03928990558464532
42,ring,1.8935947613957288e-05,0.11233489843755362,-0.012260155084634385,0.060646393632971425,0.11105967785204193
42,pinky,0.00011658377051831065,0.13490339801416149,-0.06796641568749467,0.09943126783573002,0.07486965656302569
43,thumb,8.399078228316469e-05,0.15388918174684496,-0.007632547833221988,0.07605968453260456,0.014923058366404972
43,index,7.399495475702425e-05,0.15560510101414235,0.03318286822155628,0.1397057277287685,0.05466864128600482
43,middle,8.804195855188509e-05,0.09029049396808649,0.01580323084227683,0.07067708477168465,0.08318131933957203
43,ring,3.666279786970038e-05,0.1614701551950519,-0.00946317870452551,0.14709802758128712,-0.011024979295893952
43,pinky,1.423109540168654e-06,0.08259373478850032,-0.03738263509840738,0.013515641777519814,0.08019157509065487
44,thumb,0.00020094463210964774,0.13748550332144543,0.05302699477588178,0.06649712416594669,0.034328724811181634
44,index,0.00010090470034786435,0.1504031793092838,0.06155094006084551,0.1307440173836665,0.06407025419934652
44,middle,0.0002277403797389327,0.13737366719293698,0.027707059983231825,0.13472451810091693,0.040815888761167235
44,ring,0.0001781891969438151,0.15635242130417965,-0.0036267431953972847,0.14430270213054663,0.011952661558376211
44,pinky,6.789945619004194e-05,0.10185647475995518,-0.040492579810092424,0.051535056445007776,0.096966871925574
45,thumb,0.0001694648731023248,0.11513643776117775,0.08165106600287719,0.02587418466699838,0.07406333118262057
45,index,9.597795724698867e-05,0.14625148133789975,0.0555371299433373,0.12596044275672613,0.0724981897314763
45,middle,6.614865760332118e-05,0.1493445846003277,0.019534392474676903,0.13822000051743943,0.06985836111368929
45,ring,8.609975497987479e-05,0.10284196181239268,-0.02490339854341314,0.06488469518834024,0.09644016788270775
45,pinky,0.0001126881519394207,0.13664032568509835,-0.05781120729969644,0.10450969961933532,0.07338161979008845
46,thumb,0.00019985194492079647,0.12684082194017396,-0.029548898017578255,0.04789344670060633,0.046456031295623236
46,index,5.906401713536342e-05,0.10385986126216107,0.04895942979449703,0.05600971238464724,0.10243849895573846
46,middle,2.8883103115184297e-05,0.09579093175499392,0.012293797541939558,0.04768474190651169,0.0976118504630681
46,ring,3.4224362471284847e-06,0.09762375492237385,-0.01214049847498617,0.024950869967268457,0.09755066246955356
46,pinky,5.337174362603947e-05,0.1159931332360023,-0.047446490730904234,0.06871978281199867,0.10040469579832484
47,thumb,0.00017151891480321878,0.11177336823743401,0.06924097464191845,0.03801211539670146,0.010169030031217939
47,index,0.00020629897164277204,0.1222571886270494,0.06348881983099122,0.10936609383698474,0.05518629135370282
47,middle,0.00014967997289658366,0.1546284755378569,0.01718103792813013,0.14847089580765624,0.04338773236075985
47,ring,1.689797602425378e-05,0.10362335855653994,-0.01573559307737362,0.03776070946747747,0.10636831107788565
47,pinky,4.899793092165115e-06,0.09194615672385009,-0.037395412762293155,0.016632528471986943,0.09219513944753135
48,thumb,6.846996186486788e-05,0.15533858634582667,-0.010648084299827918,0.0766751072322665,0.021457925212363355
48,index,5.2306764608309905e-05,0.09989782731888594,0.04570646022831519,0.0509362767600485,0.10010447095125696
48,middle,7.0202654499290154e-06,0.09074176794056223,0.01217063796748468,0.03110290302524555,0.08905969323672418
48,ring,0.0002182746784726615,0.12903500263515974,-0.010447054894322294,0.1201171852224254,0.04994044169646633
